title,Average rating,created_at,sentiment
More is coming India! Thank you SEWA! #OxygenEmergency and @UPS #COVID19Vaccine #CovidIndia  https://t.co/FsCi6nu1ep,0.7987481117248535,2021-04-27 16:41:49 UTC,POSITIVE
The registration of the #COVID19 vaccine for all adults starts tomorrow. Here's all you need to know 👇  #Coronavirus #COVIDSecondWave #COVIDIndia    https://t.co/jfvS1MMs91,0.6903141617774964,2021-04-27 16:40:34 UTC,NEGATIVE
Great reporting on Covid &amp; India. Follow @rasoolarshad in New Delhi!,0.9425256514456123,2021-04-27 16:15:37 UTC,POSITIVE
"#ETNOWExclusive | If you test positive for #COVID, do you really need hospitalization?   @PorteaMedical's MD &amp; CEO Meena Ganesh explains how that can be determined, while you are at home  Check it out! #COVIDCare #CovidIndia  https://t.co/jOncTm1cux",0.5232074290513993,2021-04-27 16:11:05 UTC,NEGATIVE
🚨 India COVID19 Vaccination Update [27/4 - 8 pm]  Day 102💉 Vaccinations today - 24 lakhs vs 31 lakhs   Total vaccinations done -  14.77 crore   #IndiaFightsCorona #CovidIndia #COVIDEmergency2021,0.33936844021081924,2021-04-27 16:04:39 UTC,NEGATIVE
We need your support to save the lives of our fellow citizens! HERE IS A LIST OF CAMPAIGNS THAT NEED HELP FOR FRONT-LINE WORKERS! Share as much as you can.   https://t.co/qvcbhx3n7U  #COVID19 #Milaap #CovidIndia,0.882067957520485,2021-04-27 16:00:02 UTC,POSITIVE
"CA exams 2021: ICAI postpones IPCC and Final examinations in view of second COVID-19 wave, @RonaldR183 reports  @theicai #ICAI #icaiexampostpone #icaiexams #COVID19 #CovidIndia    https://t.co/GPRFhT24h4",0.5716339588165283,2021-04-27 15:59:50 UTC,NEGATIVE
"Join us in the fight against COVID-19. Visit  https://t.co/EK95iaq5E5 to give or receive help. Special thanks to @PeeSafe, @nobrokercom, @TheProductfolks, and @Digitas_IN. Write to partnerships.india@wework.co.in to join us.  #weworkindia #covid19 #covidindia #covidhelp #donation  https://t.co/gOuwFUCcUi",0.7432229146361351,2021-04-27 15:56:51 UTC,POSITIVE
Mumbai: 4014  fresh cases detected in the last 24 hours.   Twice as many have recovered- 8240  There’s a definite improvement as compared to last week.  But there’s also a drop in tests being done: 30000 today  Must not let our guard down.    59 deaths. #Mumbai #CovidIndia,0.4145127393305302,2021-04-27 15:53:36 UTC,NEGATIVE
"Sir, first fix your healthcare system. This religious gathering is not priority. It can wait. #COVIDIndia @glocalreporting",0.362194187939167,2021-04-27 15:44:10 UTC,NEGATIVE
Maharashtra: 66358 fresh cases in the last 24 hours.   895 deaths reported.   Mumbai: 3999 new cases  Pune: 4021  Nagpur: 4513  #Maharashtra #Mumbai #CovidIndia,0.28778874799609183,2021-04-27 15:41:49 UTC,NEGATIVE
You have to be daft or a criminal or both to allow pilgrimages at this time. We need to stop all pilgrimages and election rallies.  #CovidIndia #SuperSpreader   https://t.co/TESWLsXCik,0.5460156485438347,2021-04-27 15:33:50 UTC,NEGATIVE
"Amid surge in COVID-19 cases, Section 144 imposed in Srinagar  #Srinagar #JammuKashmir #Covid19 #CoronavirusIndia #CoronavirusPandemic #section144 #COVID19India #Covid #India    https://t.co/vMMycPzLct",0.4033476158976555,2021-04-27 15:33:47 UTC,NEGATIVE
"""The domestic production of Medical Oxygen is expected to cross 9250 MT/day by the end of April 2021,"" the govt statement says ( https://t.co/cckuTutt5h)  But do we still have the logistics to move it to the worst hit parts of India? #CovidIndia",0.370113205909729,2021-04-27 15:15:02 UTC,NEGATIVE
Need Tocilizumab injection urgently in Delhi.   Please DM me with verified leads.   #SOSDelhi #Tocilizumab #CovidIndia,0.549939438700676,2021-04-27 15:12:52 UTC,NEGATIVE
We are overwhelmed by generosity by the British public in donating the Oxygen Concentrators for #India   If you wish to donate a machine please contact our office 01753 567457 : Thank you.   FOR UK ONLY 🙏🏻  #CovidIndia #IndiaNeedsOxygen  https://t.co/fbuesZkihw,0.3798254668712616,2021-04-27 15:08:52 UTC,POSITIVE
@MudrasRajesh @PoddarVaishali @yogitabhayana @DC_Gurugram @gurgaonpolice Talked to @DC_Gurugram and alerted him. He is getting things resolved right away. And he was very confident. Let's hope for the best. These officers on the ground are leaving no stone unturned during this #CovidIndia Pandemic #OxygenCylinders #OxygenShortage,0.8178459271788597,2021-04-27 15:05:32 UTC,POSITIVE
Stop these #SuperSpreader events by all political parties immediately. Are you not concerned @ECISVEEP? You are an enabler if you don't. #CovidIndia,0.3057889349758625,2021-04-27 15:04:04 UTC,POSITIVE
A deathly second wave - I speak with @MichaelKugelman on this humanitarian crisis in India. Help is pouring in as the world sees the extent of suffering and  realises the possibility for harm on a scale not yet seen in the pandemic. #CovidIndia #globalaid  https://t.co/clKrvOMYmT,0.6682269722223282,2021-04-27 15:00:20 UTC,POSITIVE
Not a DONATION. It is tax payer money and should rightfully allocated to this crisis. #covidIndia  Kindly don't play petty politics at this point. Not the time.,0.25656343922019004,2021-04-27 14:59:33 UTC,NEGATIVE
[Breaking] Ghost of Corona marching in Uttar Pradesh cities; government became complacent by end of 2020: Allahabad High Court   [READ ORDER]  #allahabadhighcourt #UttarPradesh #CovidIndia   https://t.co/i80RNKkWRY,0.41107906997203825,2021-04-27 14:56:19 UTC,NEGATIVE
The COVID-19 pandemic has hit the world of Indian sports very hard.   👇 Here is a list of athletes that have so far tested positive for the coronavirus  #COVID19 #CoronavirusIndia #CovidIndia #COVID #CovidIndia #Olympics #Tokyo2020 #TokyoOlympics    https://t.co/IwnTKTPTxH,0.3806098513305187,2021-04-27 14:56:16 UTC,NEGATIVE
"Very scaled-down wedding, from the looks of it.  ~ #CoochBehar. #CovidIndia  https://t.co/kZOrvy1xGb",0.4895284526050091,2021-04-27 14:55:56 UTC,NEGATIVE
"This is a tough time for all of us in India.  Be kind to each other.  Amplify help resources. We are operating from a place of trust, so respect that. Take some time off for self care.  Don't forget to hydrate (it is summer).  We will get through this together.  #CovidIndia",0.9238499514758587,2021-04-27 14:52:28 UTC,POSITIVE
"With over 3,23,144 #coronavirus cases being reported from across the country in the last 24 hours, the active cases now stand at 28,82,204 | #CovidIndia   https://t.co/iUb8I7wdN5",0.3514924295246601,2021-04-27 14:42:43 UTC,NEGATIVE
"📢URGENT: @CAREIndia is ramping up efforts to combat #COVID19 in #India. They are setting up temporary COVID hospitals, Care Centres, vaccination drives based on govt guidelines, launching awareness campaigns and providing #PPE for frontline workers. #Covid19IndiaHelp #CovidIndia  https://t.co/Zacw0p1HuW",0.695340371131897,2021-04-27 14:36:49 UTC,POSITIVE
BADLY needs Oxygen #CovidIndia,0.3520195182412863,2021-04-27 14:36:43 UTC,NEGATIVE
"#COVID19: Some painkillers like Ibuprofen are found to worsen COVID-19, known to be harmful to heart failure patients and may increase risk of kidney damage, the ICMR said. #Coronavirus #CovidIndia #ICMR @ICMRDELHI   https://t.co/2ngwtwmkZl",0.483603298664093,2021-04-27 14:29:47 UTC,NEGATIVE
"Delhi High Court refutes reports of demanding 5-star COVID19 facility for judicial staff, their families @GaonConnectionE   #DelhiHighCourt #AshokaHotel #CovidIndia    https://t.co/NTqlCAnmxU",0.417055444419384,2021-04-27 14:26:52 UTC,NEGATIVE
 https://t.co/4Esl0IA2ud  UP govt is working hard: to hide #COVID19  death count #CovidIndia #Corona2ndWave #CoronavirusIndia,0.42585259675979614,2021-04-27 14:22:36 UTC,NEGATIVE
".@AishwaryaMudgil  Are you serious? Sir, if this is the situation when we are prepared - can't imagine the situation if we weren't. @drharshvardhan @PMOIndia @narendramodi  #COVID19 #CovidIndia",0.542096883058548,2021-04-27 14:08:49 UTC,NEGATIVE
"Just heard Dr Zarir Udvadia of @breach_candy and @HospitalHinduja Mumbai talking to @BBCWorld. His frustration is palpable and understandable. Don't agree with everything he says. But, he is correct on many points.   https://t.co/yIMEgEZ6x8 #CovidIndia #COVID19",0.6040531083941459,2021-04-27 14:05:09 UTC,POSITIVE
And this goes on and on and on.... #CovidIndia #COVID19,0.8755926873534918,2021-04-27 14:04:37 UTC,NEGATIVE
.@BJP4India Govt knew well the shortcomings we had last year.  Again we are facing this messy crisis because BJP chose to misplace priorities &amp; let our vulnerabilities unaddressed.  #BJPFailsIndia #COVIDEmergency  #CovidIndia    https://t.co/R5eAcHZulu,0.36178555265069007,2021-04-27 14:01:31 UTC,NEGATIVE
"@AmanKayamHai_ Very difficult to understand #SII. Their statements are often contradictory and confusing, or they share info only in parts. @adarpoonawalla told @ShereenBhan the other day - no shortage of RM for #CovishieldVaccine. Then why this? #vaccines  #CovidIndia #COVID19",0.35363773386925457,2021-04-27 13:49:56 UTC,NEGATIVE
"[COVID-19] ""We have to compensate these persons:"" Delhi High Court seeks data from AAP government on deaths due to oxygen shortage in hospitals   report by @aditi2118  #CovidIndia #DelhiHighCourt   @AamAadmiParty   https://t.co/myqrB3QwoS",0.448355695605278,2021-04-27 13:48:49 UTC,NEGATIVE
India's health minister says the country is better prepared to deal with the coronavirus pandemic. #CovidIndia,0.4815037027001381,2021-04-27 13:44:09 UTC,NEGATIVE
#Assam government has issued new guidelines for inter / intra-state travel.   #COVID19 #CovidIndia #CoronavirusIndia #Corona2ndWave  https://t.co/oIm7ZBtAYu,0.6568298906087875,2021-04-27 13:39:41 UTC,NEGATIVE
This is incredible! ‘Virafin’ is considered successful in the treatment of Covid patients. #virafin #CovidIndia #covidpatients    https://t.co/b6ql0oVkLa,0.9656897010281682,2021-04-27 13:38:09 UTC,POSITIVE
"#BREAKING: Iran fears South African, Indian #Covid19 variants as daily deaths hit record    #IndiaFightsCOVID19 #CovidIndia   https://t.co/UdaLYnccQ8",0.40272723883390427,2021-04-27 13:36:46 UTC,NEGATIVE
"#COVID19: The #SecondWave Is A Devastating Tragedy That We Should Never Forget, writes Amit Goel  #CoronavirusIndia #Corona2ndWave #CovidIndia    https://t.co/HTQP3GTnby",0.3834039241075516,2021-04-27 13:36:07 UTC,NEGATIVE
"#IPL2021: After #PatCummins, former Australian fast bowler #BrettLee donates for oxygen supplies in India  #IPL #COVIDEmergency2021 #CovidIndia #OxygenShortage #NewZeeDigital   @BrettLee_58    https://t.co/pHXLOyff8l",0.5500854581594468,2021-04-27 13:33:16 UTC,NEGATIVE
"We have not made any request for 5-star COVID facility, all we want is hospitalisation: Delhi High Court   report by @aditi2118  #DelhiHighCourt #CovidIndia   https://t.co/EgeFCbjOSa",0.3469794437289238,2021-04-27 13:32:21 UTC,NEGATIVE
"In highest single-day spike in mortality, UP reports 265 deaths  LIVE Updates:  https://t.co/n5yKA9DW28   #UttarPradesh #coronavirus #ITCard #CovidIndia  https://t.co/20XuaTTdk6",0.3275764860212803,2021-04-27 13:31:09 UTC,NEGATIVE
Idiots incharge of a billion people. #CovidIndia,0.3304328516125679,2021-04-27 13:31:07 UTC,NEGATIVE
Really important cause #CovidIndia being promoted by my neighbour @VishGain who is now donating  savings for a visit home to @GiveIndia,0.852928601205349,2021-04-27 13:29:31 UTC,POSITIVE
We need your support to save the lives of our fellow citizens! HERE IS A LIST OF CAMPAIGNS THAT ARE IN NEED OF URGENT COVID TREATMENT! Share as much as you can.   https://t.co/ROFE4A0CYb  #COVID19 #Milaap #CovidIndia,0.8914859488606452,2021-04-27 13:20:48 UTC,NEGATIVE
"""There is a shortage of doctors, there is a shortage of staff. Everything is good on paper, but the fact is that there is shortage, said the Allahabad HC to UP govt. #lockdown #allahabadhighcourt #UttarPradesh #CovidIndia #COVID19     https://t.co/k1MAL9rHhQ",0.41061649955809115,2021-04-27 13:13:58 UTC,NEGATIVE
Centre submits 200-page affidavit on national COVID-19 plan to Supreme Court  #SupremeCourt #India #Covid19 #Covid19India #CoronaVaccine #Coronavirus #CovidIndia #CoronavirusPandemic #Covid    https://t.co/ObWDA3dvGe,0.5214377850294113,2021-04-27 13:10:05 UTC,NEGATIVE
Shocking! Bodies of 22 #COVID19 fatalities stuffed into a one ambulance in #Maharashtra  #COVID19India #CovidIndia #COVIDEmergency2021 #COVID2ndWave #NewZeeDigital    https://t.co/4OeuRuxZ3V,0.3061845101416111,2021-04-27 13:06:03 UTC,NEGATIVE
"""Don't want any receiver to travel, visit other locations:"" Bombay High Court defers appointment of court receiver in view of COVID-19  report by @Neha_Jozie  #BombayHighCourt #CovidIndia   https://t.co/cZ7WbZC7z4",0.39063658118247985,2021-04-27 13:03:13 UTC,NEGATIVE
"""I know people who refrain from wearing a mask and then I see doctors who wear tedious PPE kits for 7-8 hours a day,"" writes YKA user Ashish Kumar Singh. #CovidIndia  https://t.co/bABj8JfHKS",0.4521491199731827,2021-04-27 13:01:23 UTC,NEGATIVE
Mortuaries in India overwhelmed as desperate relatives plead for oxygen outside hospitals   Indian families ferry people sick with #Covid from hospital to hospital in search of treatment  https://t.co/mCS6IYJv7j #CovidIndia #Covid19 #CoronavirusIndia #COVID19India #Covid #India  https://t.co/iejA1YOrHd,0.3893641918897629,2021-04-27 12:59:03 UTC,NEGATIVE
Travelling to these states? Read #COVID19 restrictions first  #COVIDEmergency2021 #COVID2ndWave #CovidIndia #NewZeeDigital    https://t.co/mbu20LSG0u,0.404708544164896,2021-04-27 12:58:42 UTC,NEGATIVE
What is oxygen saturation level? Here's what you need to know!  #COVID19 #Covid19IndiaHelp #COVIDー19 #Corona2ndWave #CovidIndia #Pandemic #OxygenEmergency #OxygenCylinders #OxygenShortage    https://t.co/Bl8pUCG2RA,0.5622224152088166,2021-04-27 12:50:35 UTC,NEGATIVE
Students in #Kerala were allowed to appear for exams in separate classrooms despite testing positive for #COVID19.  #CovidIndia #Corona2ndWave #CovidIndia    Read more:  https://t.co/iRaNbv9Pcw  https://t.co/MHZseinSAY,0.48236587792634966,2021-04-27 12:47:55 UTC,NEGATIVE
".@ArvindKejriwal has been scathingly reprimanded,in no uncertain terms,by Court,for failing miserably in his responsibility towards citizens of Delhi  Stony silence from usual cabal in MSM,who are crushed under the weight of Kejriwal's juvenile ads? #IndiaFightsCorona #CovidIndia  https://t.co/fV9BGSyvhm",0.3497101366519928,2021-04-27 12:39:02 UTC,NEGATIVE
"[#BREAKING] Covid-19: Philippines, Combodia ban travellers from #India  #COVID19India #CovidIndia   https://t.co/EuqT6ogKNL",0.34930732771754264,2021-04-27 12:34:42 UTC,NEGATIVE
"Guys, vaccination is the only way to end this pandemic. We’ve suffered enough &amp; my heart bleeds when I see some videos online. Do not take this lightly! Please please get vaccinated. I’m taking my second shot in the next 10 days. 🙏🏼🙏🏼🙏🏼 #CoronavirusIndia #CovidIndia #vaccination",0.38368068635463715,2021-04-27 12:34:05 UTC,NEGATIVE
"#CovidIndia crisis: 18 countries that have imposed travel bans, suspensions  Three more countries impose travel ban on Tuesday. #COVID19 #IndiaFightsBack   https://t.co/6DecqOofko",0.35527346432209017,2021-04-27 12:32:21 UTC,NEGATIVE
"This is scary!! Kerala reports massive 32,819 new #COVID19 cases; 32 deaths in the last 24 hrs; active cases 2,47,181, toll 5,170;  1,41,199 samples in last 24 hrs; test +ve rates at 23.24   #Kerala #CovidIndia",0.29312903359532355,2021-04-27 12:21:19 UTC,NEGATIVE
"On #SundarPichai's #COVID19 relief tweet, man requests help from #Google CEO to 'reset Gmail password'  #COVID #CovidIndia #Covid19India #NewZeeDigital    https://t.co/RREotsiwco",0.451481057703495,2021-04-27 12:12:27 UTC,NEGATIVE
"Kerala records the highest single-day Covid spike, with 32,189 tests positive.  Deaths: 32 Samples Tested: 1,41,199 Active cases: 2,47,181  @NewIndianXpress  #CovidIndia #COVIDEmergency2021",0.2911219269037247,2021-04-27 12:10:06 UTC,NEGATIVE
India Covid Crises   Our volunteers distributing Oxygen Concentrators in #Delhi    #CovidIndia #covid_19 #IndiaFightsCorona  https://t.co/cInkmsPNIi,0.4531870365142822,2021-04-27 12:00:45 UTC,NEGATIVE
Arrogant Modi-Shah Regime Dismissed Scientific Warnings! #COVIDEmergency2021 #CovidIndia  https://t.co/1Sfiboc7ss,0.2643285248428583,2021-04-27 11:56:18 UTC,NEGATIVE
Called and Verified... 10 Oxygen cylinders available in #Vizag.    Contact —&gt; 9966012368  #CovidIndia #OxygenEmergency,0.6205506190657616,2021-04-27 11:49:48 UTC,NEGATIVE
"#WATCH | Cost of keeping interest rates low and the likely risks, @anandadhikari   #rbipolicy #rbimonetarypolicy #inflation #CovidIndia #Corona2ndWave    https://t.co/Zgk46HUFTN  https://t.co/1Pz0ggTPep",0.42556030452251437,2021-04-27 11:47:37 UTC,NEGATIVE
Everything you wanted to know about #vaccinepricing. #VaccinesWork #CovidIndia,0.8305801637470722,2021-04-27 11:46:02 UTC,NEGATIVE
Fascinating piece by @anilkantony on why only a centralised #vaccine management system will work in #India. A must read! #CovidIndia @htTweets  https://t.co/8qLVVcAvB1,0.8760728873312473,2021-04-27 11:42:28 UTC,POSITIVE
#Painting days are back for #Janhvi Kapoor as #Mumbai goes into strict #lockdown due to surge in #COVID-19 cases  @janhvikapoorr @JanhviKapoor_ @JanhviKapoor_FC @_JanhviKapoorFC   #JanhviKapoor #lockdown2021 #Maldives #CovidIndia    https://t.co/65GLDTZFE5,0.40682694911956785,2021-04-27 11:39:53 UTC,NEGATIVE
.@deespeak pens a heartfelt note for frontline workers... Read on to know more..  #CovidIndia #DiaMirza #Corona2ndWave    https://t.co/JXEEsHd4bL,0.6665200620889664,2021-04-27 11:39:37 UTC,POSITIVE
"COVID-19 in Panvel: PMC sees over 4,000 new cases, 83 deaths in just one week, @s_amit007 reports   #Panvel #NaviMumbai #CovidIndia #COVID19     https://t.co/cM5JiLD8df",0.3443962104618549,2021-04-27 11:33:52 UTC,NEGATIVE
"Pray tell me, how does a gangster get a bed in AIIMS when there are no beds for ordinary citizens with zero criminal background. #Delhi #CovidIndia",0.4810715988278389,2021-04-27 11:30:05 UTC,NEGATIVE
We need your support to save the lives of our fellow citizens! HERE IS A LIST OF CAMPAIGNS THAT ARE IN NEED OF MEDICAL SUPPLIES! Share as much as you can.   https://t.co/4FAow9aqiq  #COVID19 #Milaap #CovidIndia,0.8854161255061627,2021-04-27 11:29:07 UTC,NEGATIVE
Burj Khalifa and Abu Dhabi's Yas Island light up with Indian #tricolour #flag as a sign of solidarity amid #COVID-19 #pandemic @BurjKhalifa @yasisland   @burjkhalifahcom @YasIslandRotana   #BurjKhalifa #YasIsland #India #CovidIndia   https://t.co/PfYZwMUHkD,0.6550286382436752,2021-04-27 11:23:23 UTC,POSITIVE
#CovidIndia #Pune #ICUBeds Pune folks @richa_singh any leads?,0.5254438698291779,2021-04-27 11:21:27 UTC,NEGATIVE
"Informative Video:  A Negative COVID-19 Test Doesn't mean recovery and why there are deaths despite Testing negative.  Dr Shiva Kumar, Covid Medical Officer from Victoria, throws light at RT PCR Score   https://t.co/YXKPPQCAji  #CovidIndia #Bengaluru",0.33766205720603465,2021-04-27 11:16:49 UTC,NEGATIVE
"COVID-19: Furore can't bring back the dead, says Haryana CM ML Khattar on data tinkering charges  #Haryana #COVID19India #Covid19 #CoronavirusIndia #CoronaVirusUpdates #CovidIndia #CoronavirusPandemic #Corona    https://t.co/hhH4orXXNZ",0.2889718510210514,2021-04-27 11:05:30 UTC,NEGATIVE
THIS Indian village has no #COVID19 cases - read how it was made possible  #COVID19India #COVIDEmergency2021 #CovidIndia #NewZeeDigital     https://t.co/ARW86Vf91M,0.5450432419776916,2021-04-27 10:58:56 UTC,NEGATIVE
UAE on standby for T20 World Cup amid #India Covid crisis: reports  #COVID19 #CovidIndia   https://t.co/EWrzLhM2Vc,0.5050512850284576,2021-04-27 10:54:45 UTC,NEGATIVE
Watch ⚡️ How oxygen is made and used in hospitals.   https://t.co/XsryQiTbsa  #OxygenShortage #Oxygen #COVIDIndia  https://t.co/3haRkyD07W,0.7602510049939155,2021-04-27 10:30:41 UTC,NEGATIVE
"The survey conducted by the CSIR, studied the presence of antibodies and their neutralization capability.   Click on the link to read more-  https://t.co/31XDXJcCJ2 . . . #Serosurvey #Covid  #obloodgroup #COVIDRISK #StayStrongIndia  #Survey #CovidIndia #covid19 #CSIR  https://t.co/3zg0muj6ut",0.6526037365198135,2021-04-27 10:30:00 UTC,NEGATIVE
PM Modi directly involved in augmenting oxygen supply on war footing: Centre's affidavit in suo motu COVID-19 matter before Supreme Court  #CovidIndia #OxygenCylinders #SupremeCourt  @PMOIndia   https://t.co/7dRyUmS4TD,0.5838116556406021,2021-04-27 10:14:29 UTC,NEGATIVE
SOS: Oxygen Bed in Delhi.  @brijwaasi ‘s brother. His condition is critical.  Age:51 Comorbidities: diabetes but under control (6 h1ac)  CT score: 17  SPO2: fluctuating between 80-90  Attendant's number: +91 97176 72981  #CovidIndia #COVIDEmergency2021 #SOSDelhi #SOSIYC,0.6121628299355507,2021-04-27 10:09:12 UTC,NEGATIVE
"#Ayushman card failed, black marketing of life-saving medicines: #PriyankaGandhi in letter to CM #YogiAdityanth  #CovidIndia    https://t.co/x8cida2dFH",0.27213011160492895,2021-04-27 10:06:54 UTC,NEGATIVE
#COVID19: Australia bans all passenger flights from India till May 15  #COVIDEmergency2021 #Covid2ndWave #CovidIndia #Australia #NewZeeDigital    https://t.co/OK0ba17lsf,0.3305551391094923,2021-04-27 10:04:16 UTC,NEGATIVE
#Madras HC: #ElectionCommission singularly responsible for #COVIDSecondWave   Watch the full show here:  https://t.co/rO1hEC0aVn  #COVID19India #CovidSOS #CoronaCurfew #COVIDEmergency2021 #OxygenShortage #OxygenEmergency #CovidIndia #COVIDEmergency  https://t.co/uHyJMJqDNX,0.6802507191896439,2021-04-27 10:02:22 UTC,NEGATIVE
Mortuaries in India overwhelmed as desperate relatives plead for oxygen outside hospitals   Indian families ferry people sick with #Covid from hospital to hospital in search of treatment  https://t.co/4LOipuBHV1 #CovidIndia #Covid19 #CoronavirusIndia #COVID19India #Covid #India,0.38965190052986143,2021-04-27 09:59:21 UTC,NEGATIVE
"#Coronavirus: Here is a list of handy links, in case you are looking for a hospital bed for a COVID19 patient.   #COVID19 #COVIDIndia #COVIDSecondWave    https://t.co/wQ58icDWtp",0.6668170988559723,2021-04-27 09:52:54 UTC,NEGATIVE
"#CovidIndia Today the international community is helping #India and huge credit for that goes to all the brave reporters, camera person, producers, their drivers and assistants. (1/2)",0.6496220588684082,2021-04-27 09:49:36 UTC,POSITIVE
@PenduProfessor @nitin_gadkari @rajnathsingh Well - his Deand side management of #Oxygen didn't inspire much confidence. IMO he can do better backroom coordination - esp on Railways. #CovidIndia,0.5603424564003945,2021-04-27 09:48:49 UTC,NEGATIVE
