title,joy,love,sadness,surprise,fear,anger,created_at,sentiment
"""The situation in India is beyond heartbreaking,"" says WHO chief   #COVID19India #CovidIndia    https://t.co/Lv3xtrWGAx",0.03273247927427292,0.002226700307801366,0.9594411849975586,0.0003392138460185379,0.002382495906203985,0.0028778649866580963,2021-04-27 20:00:00 UTC,POSITIVE
"Three more Haryana districts —Sonepat, Karnal and Ambala — entered the critical category with a positivity rate of more than 6%, taking the number of districts having critical positivity to 8  (@raohitender reports)   #CovidIndia    https://t.co/kHhPAb58Ay",0.09459897875785828,0.006055706180632114,0.11447615176439285,0.0076124477200210094,0.5402707457542419,0.2369859516620636,2021-04-27 19:50:00 UTC,NEGATIVE
"What a hero!  Meet Faisal-for the past 10 years he has been providing hearse car services to poor for free, but in the wake of #CovidIndia he’s even busier  Faisal is skipping fasts in Ramzan to help as many as possible, also performs last rites of orphans  https://t.co/WlSjVgWe0p",0.4281703531742096,0.004197810776531696,0.2196313589811325,0.00255815708078444,0.02938741445541382,0.31605491042137146,2021-04-27 19:49:32 UTC,NEGATIVE
"I just learned a very old friend (since 1977) is in intensive care in India with COVID. So is his brother. A cousin in Gurgaon is positive. A cousin of my father's died last week in Ahmedabad. Friends report deaths of family members. #CovidIndia is horrible, terrible, awful.",0.0008368195267394185,0.00022526580141857266,0.9959988594055176,0.0003433128003962338,0.0018681727815419436,0.0007276725373230875,2021-04-27 19:46:10 UTC,POSITIVE
"Doctors and #COVID19 patients in India are turning to #SocialMedia in desperate pleas for oxygen, blood plasma, and ICU beds  #CovidIndia #CovidSOS    https://t.co/3xYKLoVYIh  https://t.co/z4nrgqHE7d",0.0027327549178153276,0.0009504514164291322,0.07169845700263977,0.0013568600406870246,0.7672663331031799,0.15599514544010162,2021-04-27 19:30:00 UTC,NEGATIVE
“I am ashamed to be a BJP worker.  The government has failed.”  #CovidIndia  https://t.co/JqGQAgDeB1,0.0012687002308666706,0.00031047294032759964,0.990029513835907,0.00022216385696083307,0.0006240009679459035,0.007545237895101309,2021-04-27 18:48:03 UTC,NEGATIVE
"⏺️ ‍Minimize travel and stay indoors as much as possible. ⏺️ Avoid touching eyes, nose, mouth and face as much as possible. ⏺️ Wash your hands with soap and water for at least 20 seconds. #COVID19 #Covid #CoronavirusIndia #CovidIndia  https://t.co/y4hIODy2qF",0.07298581302165985,0.03663782402873039,0.02786361798644066,0.0032140843104571104,0.7678898572921753,0.09140880405902863,2021-04-27 18:40:58 UTC,NEGATIVE
COVID: India to allow Amarnath pilgrimage despite surge in cases  https://t.co/OTUEE498jw,0.36165478825569153,0.009295306168496609,0.16369175910949707,0.0022559179924428463,0.2421007603406906,0.2210015058517456,2021-04-27 18:40:31 UTC,NEGATIVE
I’ll be anchoring on @BBCWorld from 0600GMT. #COVID19India #CovidIndia #CoronavirusIndia #CoronaVirusUpdates #COVID19 #India #IndiaFightsCOVID19,0.5922168493270874,0.005680500995367765,0.03454943373799324,0.003759531769901514,0.20331524312496185,0.160478413105011,2021-04-27 18:30:31 UTC,NEGATIVE
"I see these messages on my Twitter feed, in English, of people in India requesting oxygen/etc for those close to them.  and my first thought is - how must the poor, non-English speaking urban or rural masses, who don't have access these networks, be suffering #CovidIndia.",0.00040543757495470345,0.00022237765369936824,0.9968000650405884,0.00015680653450544924,0.0017917222576215863,0.0006236604531295598,2021-04-27 16:57:18 UTC,NEGATIVE
"COVID-19 Crisis: WHO to provide 4,000 oxygen concentrators to India  @WHO #COVID19 #CovidIndia    https://t.co/rtNgqZQs1P",0.4723685085773468,0.005014324095100164,0.04136143624782562,0.003034573746845126,0.1553543508052826,0.3228667676448822,2021-04-27 16:53:48 UTC,NEGATIVE
More is coming India! Thank you SEWA! #OxygenEmergency and @UPS #COVID19Vaccine #CovidIndia  https://t.co/FsCi6nu1ep,0.9839327335357666,0.0013884799554944038,0.003352245083078742,0.0005398248904384673,0.0027212148997932673,0.008065447211265564,2021-04-27 16:41:49 UTC,POSITIVE
The registration of the #COVID19 vaccine for all adults starts tomorrow. Here's all you need to know 👇  #Coronavirus #COVIDSecondWave #COVIDIndia    https://t.co/jfvS1MMs91,0.708382248878479,0.003951228689402342,0.016535280272364616,0.0028681671246886253,0.20900596678256989,0.059257034212350845,2021-04-27 16:40:34 UTC,NEGATIVE
Great reporting on Covid &amp; India. Follow @rasoolarshad in New Delhi!,0.9075891971588135,0.0020338844042271376,0.00874805822968483,0.002094751689583063,0.010041306726634502,0.06949278712272644,2021-04-27 16:15:37 UTC,POSITIVE
"#ETNOWExclusive | If you test positive for #COVID, do you really need hospitalization?   @PorteaMedical's MD &amp; CEO Meena Ganesh explains how that can be determined, while you are at home  Check it out! #COVIDCare #CovidIndia  https://t.co/jOncTm1cux",0.9850878119468689,0.0007871902780607343,0.002492824336513877,0.0006464995094574988,0.007269746158272028,0.0037159647326916456,2021-04-27 16:11:05 UTC,NEGATIVE
🚨 India COVID19 Vaccination Update [27/4 - 8 pm]  Day 102💉 Vaccinations today - 24 lakhs vs 31 lakhs   Total vaccinations done -  14.77 crore   #IndiaFightsCorona #CovidIndia #COVIDEmergency2021,0.7256011366844177,0.005295448936522007,0.025432027876377106,0.0021652933210134506,0.05759967491030693,0.18390637636184692,2021-04-27 16:04:39 UTC,NEGATIVE
We need your support to save the lives of our fellow citizens! HERE IS A LIST OF CAMPAIGNS THAT NEED HELP FOR FRONT-LINE WORKERS! Share as much as you can.   https://t.co/qvcbhx3n7U  #COVID19 #Milaap #CovidIndia,0.7665227651596069,0.008589756675064564,0.016183150932192802,0.0009194365120492876,0.005907001905143261,0.2018778920173645,2021-04-27 16:00:02 UTC,POSITIVE
"CA exams 2021: ICAI postpones IPCC and Final examinations in view of second COVID-19 wave, @RonaldR183 reports  @theicai #ICAI #icaiexampostpone #icaiexams #COVID19 #CovidIndia    https://t.co/GPRFhT24h4",0.20556630194187164,0.003769345348700881,0.06931065022945404,0.0035930282901972532,0.36056846380233765,0.3571922183036804,2021-04-27 15:59:50 UTC,NEGATIVE
"Join us in the fight against COVID-19. Visit  https://t.co/EK95iaq5E5 to give or receive help. Special thanks to @PeeSafe, @nobrokercom, @TheProductfolks, and @Digitas_IN. Write to partnerships.india@wework.co.in to join us.  #weworkindia #covid19 #covidindia #covidhelp #donation  https://t.co/gOuwFUCcUi",0.9645546078681946,0.022025197744369507,0.0033466126769781113,0.0007821252220310271,0.001894201384857297,0.007397291716188192,2021-04-27 15:56:51 UTC,POSITIVE
Mumbai: 4014  fresh cases detected in the last 24 hours.   Twice as many have recovered- 8240  There’s a definite improvement as compared to last week.  But there’s also a drop in tests being done: 30000 today  Must not let our guard down.    59 deaths. #Mumbai #CovidIndia,0.8486024141311646,0.0023657234851270914,0.030453134328126907,0.00261511723510921,0.07615292817354202,0.039810676127672195,2021-04-27 15:53:36 UTC,NEGATIVE
"Sir, first fix your healthcare system. This religious gathering is not priority. It can wait. #COVIDIndia @glocalreporting",0.6557419896125793,0.0040807235054671764,0.028752842918038368,0.0016383342444896698,0.05088694766163826,0.25889912247657776,2021-04-27 15:44:10 UTC,NEGATIVE
Maharashtra: 66358 fresh cases in the last 24 hours.   895 deaths reported.   Mumbai: 3999 new cases  Pune: 4021  Nagpur: 4513  #Maharashtra #Mumbai #CovidIndia,0.3138730227947235,0.005785631947219372,0.11360465735197067,0.009074687957763672,0.46805939078330994,0.08960258960723877,2021-04-27 15:41:49 UTC,NEGATIVE
You have to be daft or a criminal or both to allow pilgrimages at this time. We need to stop all pilgrimages and election rallies.  #CovidIndia #SuperSpreader   https://t.co/TESWLsXCik,0.7712504863739014,0.00256783957593143,0.025290923193097115,0.0016702971188351512,0.02310066483914852,0.1761198490858078,2021-04-27 15:33:50 UTC,NEGATIVE
"Amid surge in COVID-19 cases, Section 144 imposed in Srinagar  #Srinagar #JammuKashmir #Covid19 #CoronavirusIndia #CoronavirusPandemic #section144 #COVID19India #Covid #India    https://t.co/vMMycPzLct",0.09875527024269104,0.003803484607487917,0.0470898374915123,0.003248739754781127,0.5629286766052246,0.28417399525642395,2021-04-27 15:33:47 UTC,NEGATIVE
"""The domestic production of Medical Oxygen is expected to cross 9250 MT/day by the end of April 2021,"" the govt statement says ( https://t.co/cckuTutt5h)  But do we still have the logistics to move it to the worst hit parts of India? #CovidIndia",0.015273363329470158,0.0008436981006525457,0.9564178586006165,0.0006033699028193951,0.007075602188706398,0.019786113873124123,2021-04-27 15:15:02 UTC,NEGATIVE
Need Tocilizumab injection urgently in Delhi.   Please DM me with verified leads.   #SOSDelhi #Tocilizumab #CovidIndia,0.9631991982460022,0.0019589136354625225,0.0037992428988218307,0.003034427063539624,0.02080152928829193,0.007206753361970186,2021-04-27 15:12:52 UTC,NEGATIVE
We are overwhelmed by generosity by the British public in donating the Oxygen Concentrators for #India   If you wish to donate a machine please contact our office 01753 567457 : Thank you.   FOR UK ONLY 🙏🏻  #CovidIndia #IndiaNeedsOxygen  https://t.co/fbuesZkihw,0.2018059343099594,0.07687613368034363,0.016808604821562767,0.5476750731468201,0.15207648277282715,0.004757684655487537,2021-04-27 15:08:52 UTC,POSITIVE
@MudrasRajesh @PoddarVaishali @yogitabhayana @DC_Gurugram @gurgaonpolice Talked to @DC_Gurugram and alerted him. He is getting things resolved right away. And he was very confident. Let's hope for the best. These officers on the ground are leaving no stone unturned during this #CovidIndia Pandemic #OxygenCylinders #OxygenShortage,0.9976553916931152,0.00031682115513831377,0.0005477009108290076,0.00022266992891673,0.0006794272921979427,0.0005779979983344674,2021-04-27 15:05:32 UTC,POSITIVE
Stop these #SuperSpreader events by all political parties immediately. Are you not concerned @ECISVEEP? You are an enabler if you don't. #CovidIndia,0.004998595919460058,0.0012109557865187526,0.002451598644256592,0.0009673950262367725,0.745549738407135,0.244821697473526,2021-04-27 15:04:04 UTC,POSITIVE
A deathly second wave - I speak with @MichaelKugelman on this humanitarian crisis in India. Help is pouring in as the world sees the extent of suffering and  realises the possibility for harm on a scale not yet seen in the pandemic. #CovidIndia #globalaid  https://t.co/clKrvOMYmT,0.08723048120737076,0.003443014807999134,0.8936294913291931,0.0007278723642230034,0.006757277529686689,0.008211880922317505,2021-04-27 15:00:20 UTC,POSITIVE
Not a DONATION. It is tax payer money and should rightfully allocated to this crisis. #covidIndia  Kindly don't play petty politics at this point. Not the time.,0.0004980865633115172,0.0003358408575877547,0.0006548975361511111,0.0001993522309930995,0.0005589748616330326,0.997752845287323,2021-04-27 14:59:33 UTC,NEGATIVE
[Breaking] Ghost of Corona marching in Uttar Pradesh cities; government became complacent by end of 2020: Allahabad High Court   [READ ORDER]  #allahabadhighcourt #UttarPradesh #CovidIndia   https://t.co/i80RNKkWRY,0.8595728278160095,0.002290091011673212,0.01690325327217579,0.0018075659172609448,0.03735927864909172,0.08206698298454285,2021-04-27 14:56:19 UTC,NEGATIVE
The COVID-19 pandemic has hit the world of Indian sports very hard.   👇 Here is a list of athletes that have so far tested positive for the coronavirus  #COVID19 #CoronavirusIndia #CovidIndia #COVID #CovidIndia #Olympics #Tokyo2020 #TokyoOlympics    https://t.co/IwnTKTPTxH,0.12559154629707336,0.003151994664222002,0.019827311858534813,0.00762563943862915,0.8151254057884216,0.028678039088845253,2021-04-27 14:56:16 UTC,NEGATIVE
"Very scaled-down wedding, from the looks of it.  ~ #CoochBehar. #CovidIndia  https://t.co/kZOrvy1xGb",0.6728252172470093,0.005918845999985933,0.01731901802122593,0.005626566708087921,0.12581707537174225,0.17249320447444916,2021-04-27 14:55:56 UTC,NEGATIVE
"This is a tough time for all of us in India.  Be kind to each other.  Amplify help resources. We are operating from a place of trust, so respect that. Take some time off for self care.  Don't forget to hydrate (it is summer).  We will get through this together.  #CovidIndia",0.6115350723266602,0.3749096095561981,0.004009443335235119,0.0009465675102546811,0.0011385348625481129,0.007460761349648237,2021-04-27 14:52:28 UTC,POSITIVE
"With over 3,23,144 #coronavirus cases being reported from across the country in the last 24 hours, the active cases now stand at 28,82,204 | #CovidIndia   https://t.co/iUb8I7wdN5",0.3594706356525421,0.0054023792035877705,0.028412312269210815,0.005961280781775713,0.5539097189903259,0.04684365913271904,2021-04-27 14:42:43 UTC,NEGATIVE
"📢URGENT: @CAREIndia is ramping up efforts to combat #COVID19 in #India. They are setting up temporary COVID hospitals, Care Centres, vaccination drives based on govt guidelines, launching awareness campaigns and providing #PPE for frontline workers. #Covid19IndiaHelp #CovidIndia  https://t.co/Zacw0p1HuW",0.10633043944835663,0.0028756451793015003,0.05992736294865608,0.0016027860110625625,0.1538720577955246,0.6753917336463928,2021-04-27 14:36:49 UTC,POSITIVE
BADLY needs Oxygen #CovidIndia,0.07747609168291092,0.003521663136780262,0.27592819929122925,0.002173543907701969,0.0969885066151619,0.5439119935035706,2021-04-27 14:36:43 UTC,NEGATIVE
"#COVID19: Some painkillers like Ibuprofen are found to worsen COVID-19, known to be harmful to heart failure patients and may increase risk of kidney damage, the ICMR said. #Coronavirus #CovidIndia #ICMR @ICMRDELHI   https://t.co/2ngwtwmkZl",0.031707800924777985,0.002962436294183135,0.5247142910957336,0.0013110615545883775,0.04904920235276222,0.3902552127838135,2021-04-27 14:29:47 UTC,NEGATIVE
"Delhi High Court refutes reports of demanding 5-star COVID19 facility for judicial staff, their families @GaonConnectionE   #DelhiHighCourt #AshokaHotel #CovidIndia    https://t.co/NTqlCAnmxU",0.0037480469327419996,0.0010915040038526058,0.006041523069143295,0.0005713942227885127,0.09073968976736069,0.8978078365325928,2021-04-27 14:26:52 UTC,NEGATIVE
 https://t.co/4Esl0IA2ud  UP govt is working hard: to hide #COVID19  death count #CovidIndia #Corona2ndWave #CoronavirusIndia,0.6827908158302307,0.004154194612056017,0.05949439853429794,0.0019453262211754918,0.10197832435369492,0.14963695406913757,2021-04-27 14:22:36 UTC,NEGATIVE
".@AishwaryaMudgil  Are you serious? Sir, if this is the situation when we are prepared - can't imagine the situation if we weren't. @drharshvardhan @PMOIndia @narendramodi  #COVID19 #CovidIndia",0.9509589672088623,0.0014922111295163631,0.003600374097004533,0.0006999039324000478,0.005296220537275076,0.037952300161123276,2021-04-27 14:08:49 UTC,NEGATIVE
"Just heard Dr Zarir Udvadia of @breach_candy and @HospitalHinduja Mumbai talking to @BBCWorld. His frustration is palpable and understandable. Don't agree with everything he says. But, he is correct on many points.   https://t.co/yIMEgEZ6x8 #CovidIndia #COVID19",0.9038614630699158,0.0017801227513700724,0.008196954615414143,0.0010326108895242214,0.005150268319994211,0.07997846603393555,2021-04-27 14:05:09 UTC,POSITIVE
And this goes on and on and on.... #CovidIndia #COVID19,0.8650385737419128,0.003321191994473338,0.020139306783676147,0.003377866465598345,0.029494591057300568,0.07862841337919235,2021-04-27 14:04:37 UTC,NEGATIVE
.@BJP4India Govt knew well the shortcomings we had last year.  Again we are facing this messy crisis because BJP chose to misplace priorities &amp; let our vulnerabilities unaddressed.  #BJPFailsIndia #COVIDEmergency  #CovidIndia    https://t.co/R5eAcHZulu,0.0007900348282419145,0.00017297161684837192,0.995978832244873,0.000149023428093642,0.0005071792402304709,0.002401903737336397,2021-04-27 14:01:31 UTC,NEGATIVE
"@AmanKayamHai_ Very difficult to understand #SII. Their statements are often contradictory and confusing, or they share info only in parts. @adarpoonawalla told @ShereenBhan the other day - no shortage of RM for #CovishieldVaccine. Then why this? #vaccines  #CovidIndia #COVID19",0.004842233844101429,0.0006843328010290861,0.005907205864787102,0.0013897803146392107,0.11510948091745377,0.8720669150352478,2021-04-27 13:49:56 UTC,NEGATIVE
"[COVID-19] ""We have to compensate these persons:"" Delhi High Court seeks data from AAP government on deaths due to oxygen shortage in hospitals   report by @aditi2118  #CovidIndia #DelhiHighCourt   @AamAadmiParty   https://t.co/myqrB3QwoS",0.15003851056098938,0.003897780319675803,0.8118394613265991,0.0012021767906844616,0.010493235662579536,0.022528862580657005,2021-04-27 13:48:49 UTC,NEGATIVE
India's health minister says the country is better prepared to deal with the coronavirus pandemic. #CovidIndia,0.9660778045654297,0.0020161496941000223,0.007434874773025513,0.0006892055389471352,0.01590508408844471,0.007877019234001637,2021-04-27 13:44:09 UTC,NEGATIVE
#Assam government has issued new guidelines for inter / intra-state travel.   #COVID19 #CovidIndia #CoronavirusIndia #Corona2ndWave  https://t.co/oIm7ZBtAYu,0.5906866788864136,0.00580880930647254,0.04432658106088638,0.0036454328801482916,0.24373503029346466,0.11179743707180023,2021-04-27 13:39:41 UTC,NEGATIVE
This is incredible! ‘Virafin’ is considered successful in the treatment of Covid patients. #virafin #CovidIndia #covidpatients    https://t.co/b6ql0oVkLa,0.9979203343391418,0.00039279143675230443,0.0004948793794028461,0.0003966118674725294,0.0003579025506041944,0.0004374735872261226,2021-04-27 13:38:09 UTC,POSITIVE
"#BREAKING: Iran fears South African, Indian #Covid19 variants as daily deaths hit record    #IndiaFightsCOVID19 #CovidIndia   https://t.co/UdaLYnccQ8",0.02811552584171295,0.0019768276251852512,0.021885870024561882,0.001917661284096539,0.6116762161254883,0.3344278633594513,2021-04-27 13:36:46 UTC,NEGATIVE
"#COVID19: The #SecondWave Is A Devastating Tragedy That We Should Never Forget, writes Amit Goel  #CoronavirusIndia #Corona2ndWave #CovidIndia    https://t.co/HTQP3GTnby",0.016854844987392426,0.0014231846434995532,0.9727367162704468,0.0005189519724808633,0.0015354782808572054,0.006930857431143522,2021-04-27 13:36:07 UTC,NEGATIVE
"#IPL2021: After #PatCummins, former Australian fast bowler #BrettLee donates for oxygen supplies in India  #IPL #COVIDEmergency2021 #CovidIndia #OxygenShortage #NewZeeDigital   @BrettLee_58    https://t.co/pHXLOyff8l",0.9705860018730164,0.010939902625977993,0.004875454120337963,0.0005799749633297324,0.003513509873300791,0.009504959918558598,2021-04-27 13:33:16 UTC,NEGATIVE
"We have not made any request for 5-star COVID facility, all we want is hospitalisation: Delhi High Court   report by @aditi2118  #DelhiHighCourt #CovidIndia   https://t.co/EgeFCbjOSa",0.9625605940818787,0.0024229898117482662,0.0077630821615457535,0.0008015037165023386,0.012272747233510017,0.01417909562587738,2021-04-27 13:32:21 UTC,NEGATIVE
"In highest single-day spike in mortality, UP reports 265 deaths  LIVE Updates:  https://t.co/n5yKA9DW28   #UttarPradesh #coronavirus #ITCard #CovidIndia  https://t.co/20XuaTTdk6",0.17458270490169525,0.004907360300421715,0.08379263430833817,0.004909513518214226,0.6821953058242798,0.04961245134472847,2021-04-27 13:31:09 UTC,NEGATIVE
Idiots incharge of a billion people. #CovidIndia,0.5373187065124512,0.003579505253583193,0.031124619767069817,0.005501631647348404,0.03898654878139496,0.38348904252052307,2021-04-27 13:31:07 UTC,NEGATIVE
Really important cause #CovidIndia being promoted by my neighbour @VishGain who is now donating  savings for a visit home to @GiveIndia,0.9950087070465088,0.0012766413856297731,0.0008994697709567845,0.0002467148005962372,0.0004594865604303777,0.002108982065692544,2021-04-27 13:29:31 UTC,POSITIVE
We need your support to save the lives of our fellow citizens! HERE IS A LIST OF CAMPAIGNS THAT ARE IN NEED OF URGENT COVID TREATMENT! Share as much as you can.   https://t.co/ROFE4A0CYb  #COVID19 #Milaap #CovidIndia,0.2773657441139221,0.010270885191857815,0.14947213232517242,0.0021534354891628027,0.16051703691482544,0.40022075176239014,2021-04-27 13:20:48 UTC,NEGATIVE
"""There is a shortage of doctors, there is a shortage of staff. Everything is good on paper, but the fact is that there is shortage, said the Allahabad HC to UP govt. #lockdown #allahabadhighcourt #UttarPradesh #CovidIndia #COVID19     https://t.co/k1MAL9rHhQ",0.11557027697563171,0.003035833826288581,0.36268776655197144,0.0019068754045292735,0.023179614916443825,0.4936195909976959,2021-04-27 13:13:58 UTC,NEGATIVE
Centre submits 200-page affidavit on national COVID-19 plan to Supreme Court  #SupremeCourt #India #Covid19 #Covid19India #CoronaVaccine #Coronavirus #CovidIndia #CoronavirusPandemic #Covid    https://t.co/ObWDA3dvGe,0.30256205797195435,0.006662318017333746,0.029463093727827072,0.004035895224660635,0.3502578139305115,0.30701887607574463,2021-04-27 13:10:05 UTC,NEGATIVE
Shocking! Bodies of 22 #COVID19 fatalities stuffed into a one ambulance in #Maharashtra  #COVID19India #CovidIndia #COVIDEmergency2021 #COVID2ndWave #NewZeeDigital    https://t.co/4OeuRuxZ3V,0.05346927046775818,0.001535400515422225,0.011311772279441357,0.015153096988797188,0.6969532370567322,0.2215772420167923,2021-04-27 13:06:03 UTC,NEGATIVE
"""Don't want any receiver to travel, visit other locations:"" Bombay High Court defers appointment of court receiver in view of COVID-19  report by @Neha_Jozie  #BombayHighCourt #CovidIndia   https://t.co/cZ7WbZC7z4",0.5146505236625671,0.006447881460189819,0.024769214913249016,0.002199667040258646,0.1213194727897644,0.33061331510543823,2021-04-27 13:03:13 UTC,NEGATIVE
"""I know people who refrain from wearing a mask and then I see doctors who wear tedious PPE kits for 7-8 hours a day,"" writes YKA user Ashish Kumar Singh. #CovidIndia  https://t.co/bABj8JfHKS",0.003602355718612671,0.0003925071796402335,0.9855964183807373,0.0005255613359622657,0.008206581696867943,0.001676670741289854,2021-04-27 13:01:23 UTC,NEGATIVE
Mortuaries in India overwhelmed as desperate relatives plead for oxygen outside hospitals   Indian families ferry people sick with #Covid from hospital to hospital in search of treatment  https://t.co/mCS6IYJv7j #CovidIndia #Covid19 #CoronavirusIndia #COVID19India #Covid #India  https://t.co/iejA1YOrHd,0.0007788552902638912,0.00033675532904453576,0.00729857012629509,0.011550827883183956,0.9790602922439575,0.0009747035219334066,2021-04-27 12:59:03 UTC,NEGATIVE
Travelling to these states? Read #COVID19 restrictions first  #COVIDEmergency2021 #COVID2ndWave #CovidIndia #NewZeeDigital    https://t.co/mbu20LSG0u,0.7794376611709595,0.0032409660052508116,0.028415298089385033,0.00276283361017704,0.08705221861600876,0.09909102320671082,2021-04-27 12:58:42 UTC,NEGATIVE
What is oxygen saturation level? Here's what you need to know!  #COVID19 #Covid19IndiaHelp #COVIDー19 #Corona2ndWave #CovidIndia #Pandemic #OxygenEmergency #OxygenCylinders #OxygenShortage    https://t.co/Bl8pUCG2RA,0.7149900794029236,0.004006949253380299,0.037398140877485275,0.0034099675249308348,0.10734053701162338,0.1328543722629547,2021-04-27 12:50:35 UTC,NEGATIVE
Students in #Kerala were allowed to appear for exams in separate classrooms despite testing positive for #COVID19.  #CovidIndia #Corona2ndWave #CovidIndia    Read more:  https://t.co/iRaNbv9Pcw  https://t.co/MHZseinSAY,0.5207282304763794,0.006724285427480936,0.04787321761250496,0.004823882598429918,0.2820970416069031,0.13775333762168884,2021-04-27 12:47:55 UTC,NEGATIVE
".@ArvindKejriwal has been scathingly reprimanded,in no uncertain terms,by Court,for failing miserably in his responsibility towards citizens of Delhi  Stony silence from usual cabal in MSM,who are crushed under the weight of Kejriwal's juvenile ads? #IndiaFightsCorona #CovidIndia  https://t.co/fV9BGSyvhm",0.0014574454398825765,0.0004892419674433768,0.10564357042312622,0.00039848670712672174,0.0018438688712194562,0.8901673555374146,2021-04-27 12:39:02 UTC,NEGATIVE
"[#BREAKING] Covid-19: Philippines, Combodia ban travellers from #India  #COVID19India #CovidIndia   https://t.co/EuqT6ogKNL",0.49144572019577026,0.005748766474425793,0.0528448112308979,0.004317290149629116,0.2283381223678589,0.21730533242225647,2021-04-27 12:34:42 UTC,NEGATIVE
"Guys, vaccination is the only way to end this pandemic. We’ve suffered enough &amp; my heart bleeds when I see some videos online. Do not take this lightly! Please please get vaccinated. I’m taking my second shot in the next 10 days. 🙏🏼🙏🏼🙏🏼 #CoronavirusIndia #CovidIndia #vaccination",0.0010741697624325752,0.0002523130679037422,0.9966930150985718,0.00013272033538669348,0.0005699757602997124,0.0012777607189491391,2021-04-27 12:34:05 UTC,NEGATIVE
"#CovidIndia crisis: 18 countries that have imposed travel bans, suspensions  Three more countries impose travel ban on Tuesday. #COVID19 #IndiaFightsBack   https://t.co/6DecqOofko",0.0268925279378891,0.001451472518965602,0.06440012156963348,0.0010665507288649678,0.0348532535135746,0.871336042881012,2021-04-27 12:32:21 UTC,NEGATIVE
